step,train_acc,test_acc,loss
50,3.076171875,3.5400390625,3.4363884925842285
100,3.2470703125,2.978515625,3.4473929405212402
150,3.2470703125,3.2958984375,3.434988021850586
200,2.9296875,3.857421875,3.4432172775268555
250,2.978515625,3.125,3.4377832412719727
300,2.978515625,2.734375,3.443737506866455
350,2.978515625,3.1982421875,3.443699598312378
400,2.9541015625,3.0517578125,3.4437990188598633
450,3.1982421875,3.5888671875,3.441847324371338
500,2.6123046875,3.22265625,3.4370386600494385
550,3.125,3.076171875,3.4516079425811768
600,3.3447265625,3.271484375,3.4335830211639404
650,2.8564453125,3.369140625,3.439816474914551
700,3.1494140625,3.125,3.437905788421631
750,3.7109375,3.9794921875,3.438901424407959
800,3.3203125,3.1494140625,3.4394290447235107
850,3.02734375,3.5888671875,3.434107542037964
900,3.4423828125,3.2958984375,3.436734199523926
950,3.125,3.0517578125,3.4348182678222656
1000,3.173828125,3.076171875,3.434387683868408
1050,3.5888671875,3.271484375,3.435976505279541
1100,3.1982421875,3.173828125,3.439467430114746
1150,2.9296875,2.5634765625,3.4365854263305664
1200,3.515625,3.22265625,3.43351411819458
1250,3.4423828125,2.734375,3.434661388397217
1300,3.8818359375,3.1005859375,3.434260368347168
1350,3.2958984375,3.271484375,3.434971332550049
1400,3.662109375,3.076171875,3.4337735176086426
1450,3.22265625,3.5400390625,3.4338717460632324
1500,3.125,3.662109375,3.4355897903442383
1550,2.9296875,3.02734375,3.4334206581115723
1600,2.83203125,3.5400390625,3.436213254928589
1650,3.466796875,3.515625,3.4335806369781494
1700,3.41796875,3.1005859375,3.435805320739746
1750,3.3935546875,3.3935546875,3.4339420795440674
1800,3.4912109375,3.2958984375,3.434812068939209
1850,3.564453125,3.2470703125,3.4352025985717773
1900,2.783203125,3.173828125,3.4340968132019043
1950,3.1982421875,3.4423828125,3.434863328933716
2000,2.8076171875,3.076171875,3.4329676628112793
2050,3.3447265625,3.4912109375,3.436277389526367
2100,3.5400390625,3.515625,3.435082197189331
2150,3.1494140625,2.978515625,3.4340243339538574
2200,3.1494140625,2.9296875,3.434652090072632
2250,2.978515625,3.3203125,3.435567855834961
2300,3.41796875,3.02734375,3.435210943222046
2350,2.9052734375,3.3203125,3.434582233428955
2400,3.271484375,2.63671875,3.4344124794006348
2450,3.4423828125,2.587890625,3.431222438812256
2500,3.173828125,3.1005859375,3.4330544471740723
2550,2.978515625,3.271484375,3.434685468673706
2600,3.02734375,3.564453125,3.4366238117218018
2650,3.8330078125,2.6611328125,3.4358630180358887
2700,2.734375,3.515625,3.4336354732513428
2750,3.369140625,3.2470703125,3.4352211952209473
2800,3.125,3.515625,3.43151593208313
2850,3.076171875,2.880859375,3.4361531734466553
2900,2.9541015625,3.076171875,3.4353296756744385
2950,3.173828125,3.02734375,3.4324560165405273
3000,3.2958984375,3.0029296875,3.4332895278930664
3050,3.0517578125,2.978515625,3.4335532188415527
3100,3.564453125,2.880859375,3.4338936805725098
3150,3.02734375,3.61328125,3.4362595081329346
3200,2.734375,3.0517578125,3.4327380657196045
3250,2.7587890625,3.22265625,3.4333293437957764
3300,3.1494140625,3.564453125,3.4333581924438477
3350,2.7587890625,3.125,3.4363958835601807
3400,3.1494140625,3.2958984375,3.434152841567993
3450,3.4423828125,3.125,3.4358763694763184
3500,3.3935546875,3.7109375,3.4350976943969727
3550,2.7099609375,3.076171875,3.4358768463134766
3600,3.1005859375,3.1982421875,3.4327926635742188
3650,2.783203125,3.2470703125,3.4324607849121094
3700,3.466796875,3.369140625,3.4343795776367188
3750,3.173828125,3.125,3.436502456665039
3800,3.6376953125,2.9296875,3.4337525367736816
3850,3.1982421875,3.6376953125,3.4355177879333496
3900,3.2958984375,3.2958984375,3.4345250129699707
3950,3.759765625,3.662109375,3.4339258670806885
4000,3.2958984375,3.173828125,3.43654727935791
4050,3.6376953125,3.515625,3.4326281547546387
4100,3.4423828125,3.0517578125,3.4334216117858887
4150,3.2958984375,3.125,3.4375228881835938
4200,3.1982421875,3.4423828125,3.435971736907959
4250,3.3447265625,3.1005859375,3.4340968132019043
4300,3.3447265625,3.1005859375,3.4339709281921387
4350,3.41796875,3.1982421875,3.435922145843506
4400,3.0517578125,3.466796875,3.436441421508789
4450,3.515625,2.587890625,3.4351742267608643
4500,3.369140625,3.125,3.43495512008667
4550,3.1494140625,3.22265625,3.4335455894470215
4600,3.4912109375,3.22265625,3.43282413482666
4650,3.22265625,3.2470703125,3.434455394744873
