step,train_acc,test_acc,loss
50,2.4658203125,3.662109375,3.444129228591919
100,3.466796875,3.3203125,3.448615550994873
150,3.2470703125,3.076171875,3.4389867782592773
200,2.978515625,3.22265625,3.4389305114746094
250,3.3447265625,2.9296875,3.434018135070801
300,3.4423828125,3.466796875,3.4355077743530273
350,2.7099609375,2.6611328125,3.4327924251556396
400,3.5400390625,3.0029296875,3.4407126903533936
450,3.3203125,3.564453125,3.4401330947875977
500,2.9541015625,3.076171875,3.4320409297943115
550,2.685546875,3.076171875,3.433607578277588
600,3.466796875,2.8076171875,3.4333527088165283
650,3.7841796875,3.41796875,3.4344186782836914
700,3.173828125,3.076171875,3.4351377487182617
750,3.9306640625,3.2958984375,3.4334380626678467
800,2.9052734375,3.22265625,3.4362473487854004
850,3.02734375,3.4423828125,3.4340081214904785
900,3.076171875,3.173828125,3.434067726135254
950,3.3935546875,3.4423828125,3.4364547729492188
1000,3.41796875,2.7587890625,3.433821678161621
1050,3.369140625,3.466796875,3.436707019805908
1100,3.4912109375,3.1005859375,3.43389892578125
1150,3.173828125,3.3203125,3.4342570304870605
1200,3.2470703125,2.978515625,3.436511993408203
1250,3.2958984375,3.3203125,3.4345908164978027
1300,2.880859375,3.271484375,3.4373602867126465
1350,3.3935546875,3.173828125,3.4356179237365723
1400,3.0517578125,2.9296875,3.435492992401123
1450,2.978515625,3.515625,3.437382936477661
1500,2.9296875,3.22265625,3.438281536102295
1550,3.2470703125,3.41796875,3.4352917671203613
1600,3.125,2.7587890625,3.4354043006896973
1650,3.0029296875,3.564453125,3.4336495399475098
1700,2.978515625,3.271484375,3.437004566192627
1750,2.783203125,3.22265625,3.433666706085205
1800,3.41796875,3.2470703125,3.436537504196167
1850,3.3203125,2.978515625,3.4345602989196777
1900,3.173828125,3.2958984375,3.4324262142181396
1950,3.1005859375,2.7587890625,3.434110641479492
2000,3.7353515625,2.9296875,3.435736656188965
2050,3.0029296875,3.0029296875,3.4370970726013184
2100,3.2470703125,3.1005859375,3.435883045196533
2150,2.8076171875,3.2470703125,3.4331350326538086
2200,2.880859375,2.9052734375,3.437697410583496
2250,3.2470703125,2.880859375,3.435027837753296
2300,3.4423828125,2.5390625,3.433518409729004
2350,3.22265625,3.466796875,3.4340767860412598
2400,3.271484375,3.2958984375,3.433415412902832
2450,3.759765625,3.3935546875,3.435415744781494
2500,3.2470703125,3.3935546875,3.434384822845459
2550,2.7587890625,2.6611328125,3.434854507446289
2600,3.6865234375,3.0517578125,3.435103416442871
2650,3.3935546875,3.2958984375,3.4329869747161865
2700,3.2958984375,3.8330078125,3.434929132461548
2750,2.685546875,2.7099609375,3.4354567527770996
2800,2.7587890625,2.8564453125,3.4343199729919434
2850,3.564453125,3.2958984375,3.4354658126831055
2900,3.61328125,3.2470703125,3.433711051940918
2950,3.2470703125,3.1982421875,3.4343321323394775
3000,3.7353515625,3.076171875,3.4335975646972656
3050,3.7353515625,3.759765625,3.434526205062866
3100,3.1005859375,2.685546875,3.434379816055298
3150,3.22265625,3.466796875,3.43497896194458
