step,train_loss,train_acc,val_loss,val_acc
0,4.8165,1.37,4.9337,1.00
50,4.1577,9.18,4.9945,0.51
100,3.0392,35.35,5.3998,1.31
150,1.8993,63.48,5.7086,2.94
200,0.7189,92.38,5.9939,5.58
250,0.1840,99.61,6.1818,7.85
300,0.0706,99.80,6.3242,9.43
350,0.0316,100.00,6.4392,10.14
400,2.3401,43.55,7.1097,3.43
450,0.0271,100.00,6.8305,9.55
500,0.0165,100.00,6.8758,10.10
550,0.0185,99.80,6.9397,10.51
600,0.0083,100.00,6.9964,10.69
650,0.0067,100.00,7.0421,10.86
700,0.0052,100.00,7.0915,11.09
750,0.0044,100.00,7.1314,11.33
800,0.0039,100.00,7.1595,11.43
850,0.0034,100.00,7.2072,11.51
900,3.2772,28.71,5.7165,2.11
950,0.0275,99.80,7.4429,8.27
1000,0.0127,100.00,7.4827,9.17
1050,0.0082,100.00,7.5116,9.63
1100,0.0064,100.00,7.5245,9.89
1150,0.0051,100.00,7.5369,10.35
1200,0.0043,100.00,7.5500,10.53
1250,0.0037,100.00,7.5531,10.81
1300,0.0032,100.00,7.5657,10.91
1350,0.0029,100.00,7.5584,10.79
1400,0.0030,100.00,7.5535,10.87
1450,0.1007,99.22,7.5547,7.16
1500,0.0138,100.00,7.6444,8.60
1550,0.0092,100.00,7.6706,9.03
1600,0.0063,100.00,7.6801,9.32
1650,0.0051,100.00,7.6960,9.58
1700,0.0042,100.00,7.6988,9.92
1750,0.0036,100.00,7.7082,10.09
1800,0.0031,100.00,7.7062,10.32
1850,0.0028,100.00,7.7049,10.30
1900,0.0027,100.00,7.6917,10.64
1950,0.6802,84.77,7.5746,4.07
2000,0.0153,100.00,7.7939,8.04
2050,0.0082,100.00,7.8281,8.47
2100,0.0059,100.00,7.8362,8.83
2150,0.0043,100.00,7.8423,8.89
2200,0.0036,100.00,7.8451,9.03
2250,0.0032,100.00,7.8432,9.21
2300,0.0027,100.00,7.8328,9.50
2350,0.0026,100.00,7.8193,9.71
2400,0.0025,100.00,7.7893,9.97
2450,3.8774,19.73,5.4096,1.62
