step,train_loss,train_acc,val_loss,val_acc
0,4.7538,1.76,4.9831,1.16
50,4.6021,0.98,4.6181,1.02
100,4.5199,3.12,4.6827,0.43
150,3.8301,16.99,5.0713,1.02
200,2.8897,41.60,5.1423,2.88
250,2.1351,56.64,5.1317,6.07
300,1.1059,81.25,4.9829,11.71
350,0.5180,94.73,4.7752,19.27
400,0.1818,98.63,4.6310,26.61
450,0.0947,99.61,4.6270,29.73
500,0.0421,100.00,4.6478,31.36
550,0.0240,100.00,4.6710,33.60
600,0.0162,100.00,4.6981,34.14
650,0.0156,99.80,4.7435,34.88
700,0.0537,99.61,4.9798,30.11
750,0.0202,100.00,4.9140,33.32
800,0.0154,100.00,4.9165,34.43
850,0.0104,100.00,4.9104,35.47
900,0.0087,100.00,4.9305,35.70
950,0.0085,99.80,4.9340,36.34
1000,0.0056,100.00,4.9402,36.58
1050,0.0047,100.00,4.9421,37.14
1100,0.1993,97.46,5.2811,23.28
1150,0.0218,100.00,5.1057,30.67
1200,0.0126,100.00,5.0769,32.23
1250,0.0097,100.00,5.0603,33.74
1300,0.0074,100.00,5.0660,34.12
1350,0.0060,100.00,5.0471,34.97
1400,0.1300,98.05,5.3002,25.24
1450,0.0167,100.00,5.1813,31.10
1500,0.0103,100.00,5.1538,32.44
1550,0.0079,100.00,5.1278,33.65
1600,0.0058,100.00,5.1176,34.21
1650,0.0052,100.00,5.1077,34.78
1700,0.0041,100.00,5.0939,35.44
1750,0.0036,100.00,5.0798,35.84
1800,0.0037,100.00,5.0854,36.32
1850,0.0471,99.41,5.1900,29.35
1900,0.0116,100.00,5.1254,33.06
1950,0.0084,100.00,5.1005,34.17
2000,0.0060,100.00,5.0889,34.90
2050,0.0050,100.00,5.0827,35.54
2100,0.0043,100.00,5.0623,36.39
2150,0.0037,100.00,5.0559,36.74
2200,0.0031,100.00,5.0408,37.31
2250,0.0033,100.00,5.0365,37.69
2300,3.1792,32.62,6.6898,4.13
2350,0.0230,100.00,5.1093,31.22
2400,0.0109,100.00,5.0763,33.74
2450,0.0074,100.00,5.0502,34.52
2500,0.0060,100.00,5.0239,35.63
2550,0.0044,100.00,5.0211,36.27
2600,0.0039,100.00,5.0072,36.74
2650,0.0035,100.00,4.9935,37.12
2700,0.0031,100.00,4.9795,37.66
2750,1.5315,65.62,5.1480,11.66
2800,0.0157,100.00,5.1178,31.24
2850,0.0163,99.80,5.1417,32.18
2900,0.0056,100.00,5.0708,34.43
2950,0.0044,100.00,5.0574,35.11
3000,0.0035,100.00,5.0344,35.75
3050,0.0031,100.00,5.0157,36.72
3100,0.0027,100.00,4.9967,37.31
3150,0.0026,100.00,4.9738,37.76
3200,0.0024,100.00,4.9522,38.18
3250,0.0148,99.61,7.6060,7.53
3300,0.0686,99.61,4.9556,29.54
3350,0.0140,100.00,4.9238,33.74
3400,0.0095,100.00,4.9180,35.18
3450,0.0067,100.00,4.8988,36.13
3500,0.0057,100.00,4.8820,36.95
3550,0.0041,100.00,4.8667,37.64
3600,0.0038,100.00,4.8463,38.16
3650,0.0034,100.00,4.8319,38.61
3700,0.0029,100.00,4.8175,39.01
3750,0.0028,100.00,4.7696,39.93
3800,2.6509,33.20,5.1324,6.82
3850,0.0206,100.00,4.7207,34.90
3900,0.0101,100.00,4.6953,37.12
3950,0.0070,100.00,4.6809,37.80
4000,0.0049,100.00,4.6687,38.32
4050,0.0044,100.00,4.6579,38.80
4100,0.0035,100.00,4.6437,39.53
4150,0.0031,100.00,4.6365,39.79
4200,0.0029,100.00,4.6238,40.21
4250,0.0026,100.00,4.6045,40.73
4300,3.7941,18.36,4.7514,5.24
4350,0.0202,100.00,4.5396,35.82
4400,0.0089,100.00,4.5473,37.90
4450,0.0062,100.00,4.5284,38.47
4500,0.0044,100.00,4.5219,39.36
4550,0.0040,100.00,4.5155,40.17
4600,0.0030,100.00,4.4899,41.11
4650,0.0030,100.00,4.4751,41.42
4700,0.0026,100.00,4.4632,41.94
4750,0.0024,100.00,4.4354,42.41
4800,0.0024,100.00,4.4037,42.72
4850,1.2779,69.92,4.8051,18.51
4900,0.0171,100.00,4.3639,38.51
4950,0.0089,100.00,4.3276,40.24
5000,0.0060,100.00,4.3148,40.94
5050,0.0047,100.00,4.3001,41.37
5100,0.0040,100.00,4.2866,42.01
5150,0.0031,100.00,4.2659,42.48
5200,0.0029,100.00,4.2428,42.93
5250,0.0027,100.00,4.2278,43.28
5300,0.0027,100.00,4.2050,43.57
5350,0.0026,100.00,4.1706,43.97
5400,0.3762,92.38,3.8834,32.82
5450,0.0129,100.00,3.9323,42.88
5500,0.0071,100.00,3.9475,43.97
5550,0.0051,100.00,3.9473,44.70
5600,0.0039,100.00,3.9372,45.64
5650,0.0032,100.00,3.9349,45.86
5700,0.0030,100.00,3.9209,46.21
5750,0.0025,100.00,3.9010,46.71
5800,0.0025,100.00,3.8896,46.87
5850,3.2785,28.71,7.4634,2.05
5900,0.0305,100.00,3.5644,44.09
5950,0.0094,100.00,3.5362,46.85
6000,0.0064,100.00,3.5516,47.74
6050,0.0047,100.00,3.5536,48.10
6100,0.0039,100.00,3.5495,48.48
6150,0.0032,100.00,3.5464,48.88
6200,0.0029,100.00,3.5418,49.11
6250,0.0026,100.00,3.5186,49.52
6300,0.0024,100.00,3.5025,49.42
6350,0.0025,100.00,3.4878,49.73
6400,2.4490,36.13,4.4360,8.50
6450,0.0154,100.00,3.1622,48.48
