step,train_loss,train_acc,val_loss,val_acc
0,4.7633,0.39,4.7056,1.00
50,4.5674,1.17,4.6642,0.62
100,4.2047,8.59,5.2594,0.29
150,3.6058,18.55,5.8153,1.08
200,2.4974,43.16,6.9716,2.90
250,1.4282,64.65,8.5337,4.41
300,0.9932,74.80,9.3743,6.28
350,0.8674,77.54,8.8556,9.57
400,0.6191,82.42,7.8893,13.97
450,0.5565,84.57,6.6112,18.96
500,0.4430,89.45,5.8972,22.28
550,0.2461,92.58,4.5330,31.40
600,0.1643,95.51,3.1023,44.31
650,0.1313,95.90,2.1017,59.09
700,0.0665,98.44,1.2018,70.72
750,0.0523,98.44,0.7235,81.82
800,0.0223,99.61,0.4296,88.41
850,0.0427,98.63,0.4148,89.02
900,0.0168,99.80,0.2719,92.44
950,0.0520,98.24,0.2149,93.87
1000,0.0071,100.00,0.1599,95.38
1050,0.0085,99.61,0.1028,97.00
1100,0.0034,100.00,0.0665,97.99
1150,0.0025,100.00,0.0486,98.76
1200,0.0010,100.00,0.0310,99.19
1250,0.0008,100.00,0.0219,99.40
1300,0.0005,100.00,0.0162,99.69
