step,train_loss,train_acc,val_loss,val_acc
0,4.7416,1.95,4.7330,1.05
50,4.5343,3.12,4.6917,0.72
100,3.8716,11.52,5.5835,0.69
150,2.7176,36.13,6.8657,2.47
200,1.0042,74.80,9.7034,3.29
250,0.8508,78.12,12.4013,4.10
300,0.8982,75.59,12.4207,4.05
350,0.6545,83.59,11.7804,4.79
400,0.5404,85.55,11.1170,5.71
450,0.7946,79.69,11.0710,6.15
500,0.7284,81.84,10.4908,5.79
550,0.8943,78.12,9.3661,5.94
600,1.3480,68.55,8.0296,5.77
650,1.1179,74.80,7.9861,6.34
700,1.0515,74.80,8.5717,6.80
750,0.9744,75.20,8.4140,7.11
800,1.3688,66.80,7.3300,7.62
850,1.3413,63.67,5.8052,9.21
900,0.6923,81.45,6.3474,11.87
950,0.5707,84.57,7.1087,14.54
1000,0.5794,82.42,6.4105,17.09
1050,1.1043,70.90,4.6437,18.05
1100,0.9194,77.34,3.7641,24.72
1150,0.7780,79.69,4.0406,28.81
1200,0.7604,81.25,3.9231,31.69
1250,0.7458,81.05,3.7087,34.01
1300,0.8140,80.86,3.6922,35.01
1350,0.6097,84.77,3.6105,37.26
1400,0.6103,84.96,3.5825,39.52
1450,0.5333,84.96,3.6148,40.26
1500,0.6886,82.42,3.4682,40.35
1550,0.6162,84.18,3.3196,42.09
1600,0.4734,86.72,3.3593,44.78
1650,0.4792,87.11,3.4941,45.24
1700,0.4003,88.67,3.3204,46.91
1750,0.3118,88.87,3.2731,48.74
1800,0.3993,87.70,3.2118,50.39
1850,0.3089,90.04,3.0603,51.01
1900,0.3995,88.67,2.9165,51.16
1950,0.5804,86.33,2.9989,50.69
2000,0.7337,81.64,2.8310,48.51
2050,0.5459,84.96,2.9740,50.72
2100,0.5115,85.35,3.1102,52.49
2150,2.1239,45.31,3.1705,32.68
2200,2.3068,44.34,3.4023,28.20
2250,3.6276,21.09,5.3859,2.84
2300,4.5566,1.37,4.6993,1.00
2350,4.5869,1.56,4.6450,0.90
2400,4.5595,1.56,4.6444,0.83
2450,4.5379,2.15,4.6905,0.72
2500,4.4813,0.98,4.7546,0.56
2550,4.4657,3.12,4.8489,0.43
2600,4.3890,2.93,4.9479,0.34
2650,4.2996,3.12,5.0332,0.47
2700,4.3359,2.34,5.1495,0.34
2750,4.2301,4.88,5.3082,0.28
2800,4.1968,3.32,5.4538,0.20
2850,4.0267,7.42,5.5602,0.13
2900,3.9038,8.98,5.8956,0.16
2950,3.9173,7.42,6.1260,0.15
3000,3.8586,8.40,6.2823,0.08
3050,3.7205,9.57,6.4729,0.08
3100,3.8252,8.79,6.3324,0.05
3150,3.9624,5.86,6.4520,0.08
3200,3.7993,5.47,6.2976,0.11
3250,3.7618,6.84,6.5906,0.10
3300,3.5591,10.55,6.8849,0.03
3350,3.4919,11.52,7.1420,0.03
3400,3.4678,12.70,7.0175,0.08
3450,3.4489,14.45,7.0407,0.02
3500,3.5586,10.55,7.0350,0.03
3550,3.5450,12.50,6.6158,0.03
3600,3.5216,13.09,6.7695,0.07
3650,3.4731,11.33,6.9032,0.02
3700,3.3395,17.38,7.1550,0.07
3750,3.2299,18.16,7.5462,0.08
3800,3.1483,17.77,7.5307,0.02
3850,2.6769,27.73,7.9738,0.05
3900,2.6622,28.71,8.3381,0.13
3950,2.4719,33.79,8.7833,0.16
4000,2.7094,31.05,8.3142,0.16
4050,2.5400,34.77,8.1266,0.13
4100,2.2472,38.87,8.5619,0.28
4150,2.2101,37.89,8.8164,0.21
4200,2.1027,42.19,8.8989,0.39
4250,2.0108,41.02,9.3865,0.38
4300,1.9199,46.88,9.5140,0.38
4350,1.8352,47.27,9.4530,0.34
4400,1.9183,48.05,9.3194,0.43
4450,2.0432,46.68,9.0839,0.52
4500,1.7253,51.17,9.5559,0.87
4550,1.5388,56.25,9.6839,0.70
4600,1.6970,53.91,9.2048,0.98
4650,1.6970,53.52,9.2369,1.13
4700,1.7251,54.30,8.5083,1.46
4750,1.8752,50.20,8.0197,1.31
4800,1.8250,51.76,8.0005,1.78
4850,1.5585,58.98,7.8297,2.04
4900,1.4336,59.57,8.1445,2.42
4950,1.4829,59.96,8.5990,2.98
5000,1.5143,61.72,8.3920,3.60
5050,1.2871,63.67,8.5829,4.32
5100,1.0909,70.51,8.3969,6.59
5150,0.8869,74.61,8.3942,7.50
5200,0.9722,73.63,7.8393,9.12
5250,1.0005,72.66,7.2751,9.81
5300,1.1342,69.53,6.1799,12.18
5350,0.9545,73.05,6.0709,14.18
5400,0.8303,78.12,5.4833,19.41
5450,0.5821,84.57,4.7918,22.68
5500,0.9958,75.39,3.9741,25.07
5550,0.9876,75.78,3.8399,28.84
5600,0.9268,75.20,3.9479,31.95
5650,2.5994,39.65,3.9648,17.45
5700,4.5568,2.15,4.6387,0.77
