step,train_loss,train_acc,val_loss,val_acc
0,4.8108,0.98,4.7092,0.85
50,4.3295,7.23,4.8542,0.67
100,3.3944,32.42,5.0903,2.06
150,2.4376,54.69,5.1529,5.49
200,1.2567,85.16,5.1553,11.20
250,0.6063,95.31,5.1420,16.61
300,0.2654,99.61,5.0948,21.63
350,0.1488,99.80,5.0373,23.40
400,0.1141,99.80,4.9728,24.49
450,0.1049,100.00,4.8905,25.96
500,0.0921,100.00,4.8263,26.37
550,0.0851,100.00,4.7741,26.96
600,0.0961,100.00,4.7415,27.81
650,0.0750,99.80,4.6639,28.71
700,0.1015,100.00,4.6784,27.81
750,0.7285,90.82,5.1916,16.04
800,0.0888,100.00,4.9484,26.19
850,0.0584,100.00,4.8198,27.83
900,0.0643,100.00,4.7044,28.89
950,0.0726,100.00,4.6222,29.48
1000,0.0760,100.00,4.6023,29.32
1050,0.0996,100.00,4.6815,27.35
1100,0.2146,99.61,4.9709,23.53
1150,0.0585,100.00,4.8060,28.56
1200,0.0584,100.00,4.6712,29.55
1250,0.0651,100.00,4.5816,30.04
1300,0.0716,100.00,4.5333,29.76
1350,1.0933,80.86,5.1608,13.67
1400,0.0907,100.00,4.7744,27.93
1450,0.0562,100.00,4.6430,29.95
1500,0.0638,100.00,4.5210,30.74
1550,0.0768,99.80,4.4690,30.46
1600,1.5170,66.60,5.1161,10.40
1650,0.1134,100.00,4.6452,27.93
1700,0.0570,100.00,4.4639,30.58
1750,0.0620,100.00,4.3525,31.54
1800,0.0770,100.00,4.2836,31.69
1850,1.4658,67.97,4.9800,12.77
1900,0.1085,100.00,4.3037,30.40
1950,0.0582,100.00,4.1938,32.19
2000,0.0663,100.00,4.0574,32.59
2050,0.0878,100.00,3.9852,32.88
2100,0.8839,87.50,4.2204,21.19
2150,0.0765,100.00,3.6878,33.26
2200,0.0596,100.00,3.5865,34.11
2250,0.0661,100.00,3.5253,34.27
2300,0.0751,100.00,3.4361,34.58
2350,2.2091,47.46,4.2760,10.86
2400,0.2679,99.22,2.5597,37.36
2450,0.1013,100.00,2.4309,39.05
2500,0.0965,100.00,2.3861,39.62
2550,0.1079,100.00,2.3609,39.96
2600,0.2204,99.80,1.8065,47.16
2650,0.0997,100.00,1.7500,47.69
2700,0.0912,100.00,1.7666,47.60
2750,0.1009,100.00,1.7668,48.04
2800,1.1857,70.51,2.2518,33.80
2850,0.1872,100.00,1.1353,64.72
2900,0.1343,100.00,1.1260,64.45
2950,0.1090,100.00,1.1118,66.27
3000,0.1183,100.00,1.0729,68.28
3050,2.4561,39.65,2.8890,23.74
3100,0.1762,100.00,0.7157,83.85
3150,0.1107,100.00,0.6262,87.08
3200,0.0927,100.00,0.5770,90.35
3250,0.0928,100.00,0.5172,92.77
3300,4.7599,2.93,5.0755,5.12
3350,0.3138,99.61,0.5464,94.83
3400,0.1190,100.00,0.2446,99.80
