step,train_loss,train_acc,val_loss,val_acc
0,4.7747,1.56,4.7060,0.85
50,4.5636,1.76,4.6164,0.51
100,4.5200,2.93,4.6805,0.47
150,4.3828,6.64,4.7920,0.42
200,4.1242,14.26,4.7050,0.85
250,3.7764,20.70,4.4044,3.70
300,3.1959,33.98,3.6674,9.01
350,2.5407,58.79,2.8674,27.58
400,2.1122,75.20,2.3794,45.64
450,1.8665,84.18,1.9972,66.85
500,1.7048,88.09,2.0622,48.96
550,1.5397,94.14,1.5421,96.26
600,1.7170,68.75,1.9202,51.34
650,1.3633,94.34,1.3502,98.51
700,1.1888,99.41,1.3152,96.64
750,1.2710,96.68,1.2171,99.15
800,1.2511,94.73,1.1861,99.53
