step,train_loss,train_acc,val_loss,val_acc
0,4.7598,1.17,4.6985,0.94
50,3.8438,19.92,4.9362,1.04
100,2.8804,50.39,5.0357,2.90
150,2.1874,67.77,5.1004,5.02
200,1.6746,82.42,5.1308,6.34
250,1.3313,91.41,5.1694,7.90
300,1.1019,94.92,5.1944,8.70
350,1.0769,95.51,5.1798,8.89
400,1.1023,94.14,5.2143,8.62
450,1.0974,93.95,5.2091,7.86
500,1.2309,91.80,5.1831,8.73
550,1.5991,82.03,5.1509,9.07
600,1.7851,74.22,5.1290,7.48
650,1.7869,78.32,5.1300,7.57
700,2.0760,62.70,5.1255,5.92
750,2.0401,69.34,5.0980,5.46
800,2.2553,62.70,5.0242,6.54
850,2.4675,53.91,5.0269,4.90
900,2.6523,52.54,5.0310,4.25
950,2.6173,56.84,4.9745,4.04
1000,2.7725,47.07,4.9604,4.29
1050,2.8293,50.00,4.9518,3.21
1100,2.8400,46.68,4.9443,3.25
1150,2.9626,38.48,4.9624,2.38
1200,3.0471,37.11,4.9154,2.58
1250,3.1432,33.01,4.8598,2.40
1300,3.2082,29.30,4.8696,2.42
1350,3.2069,24.22,4.8881,2.21
1400,3.1132,35.74,4.8481,2.13
1450,3.3011,23.05,4.8570,2.44
1500,3.0850,33.79,4.7825,3.07
1550,3.0416,33.98,4.7643,3.03
1600,3.0805,29.10,4.6764,3.33
1650,2.9711,32.42,4.5948,3.44
1700,3.1943,23.24,4.4597,4.48
1750,2.8715,33.40,4.2868,5.07
1800,2.8518,34.38,4.1367,5.79
1850,2.7774,35.94,3.9860,6.56
1900,2.6319,47.85,3.8248,7.76
1950,2.5657,43.55,3.6376,9.70
2000,2.4957,45.51,3.5215,11.22
2050,2.6775,36.33,3.3929,12.13
2100,2.3430,49.41,3.3173,13.66
2150,2.2820,53.32,3.0895,17.24
2200,2.3893,43.16,2.9583,19.75
2250,2.1087,60.35,2.8033,25.03
2300,1.9689,69.53,2.5953,32.12
2350,1.9047,70.51,2.4860,33.14
2400,1.9097,63.48,2.2793,46.52
2450,1.7502,78.71,2.0721,58.46
2500,1.5294,89.45,1.8743,67.30
2550,1.7612,67.19,1.9943,57.88
2600,1.7470,65.82,1.8683,61.74
2650,1.3063,91.60,1.7489,69.09
2700,1.2265,96.29,1.5305,80.15
2750,1.2308,93.75,1.4815,81.70
2800,1.2539,93.55,1.6037,73.61
2850,1.1481,95.70,1.3918,86.93
2900,1.3820,86.33,1.7244,62.61
2950,1.4674,78.52,1.4921,77.91
3000,1.1683,95.31,1.3006,89.55
3050,1.9231,47.85,2.0885,40.01
3100,1.2397,91.02,1.5021,74.75
3150,1.1119,98.05,1.2698,91.01
3200,1.0175,97.46,1.1556,94.13
3250,1.0598,94.34,1.4048,78.88
3300,0.9462,98.83,1.1067,94.02
3350,0.9720,97.27,1.2818,85.51
3400,1.8832,54.69,2.3218,37.31
3450,1.0675,94.73,1.2944,85.41
3500,1.1208,93.55,1.2715,89.72
3550,1.1494,94.92,1.4067,82.55
3600,0.9650,99.22,1.1490,93.53
3650,1.1102,91.02,1.2841,85.80
3700,1.4526,73.44,1.8881,49.51
3750,1.3424,77.54,1.3752,80.92
3800,0.9630,97.85,1.1987,90.38
3850,1.8193,56.25,1.7897,63.46
3900,1.2003,92.58,1.4208,81.06
3950,0.9752,98.83,1.1940,91.38
4000,1.0054,96.29,1.2553,88.03
4050,0.8357,97.85,1.0239,94.38
4100,0.7404,99.02,0.9208,95.34
4150,0.7390,99.41,0.9285,95.27
4200,0.9786,91.60,1.1126,90.01
4250,0.7489,98.63,1.2406,80.25
4300,1.0599,89.26,1.2800,82.28
4350,1.7064,70.31,2.1264,43.90
4400,0.9062,97.66,1.1261,91.11
4450,0.9370,97.46,1.1228,92.11
4500,0.9926,93.36,1.1939,83.86
4550,1.8351,57.03,3.0069,16.91
4600,0.8660,98.05,1.1107,90.62
4650,0.9709,95.12,1.1838,89.05
4700,0.7733,98.05,0.9201,94.98
4750,0.8103,99.22,1.1342,87.38
4800,1.1112,92.77,1.2488,87.30
4850,0.7050,99.80,0.8587,94.98
4900,0.7759,98.63,0.9452,94.82
4950,1.4856,65.23,2.0253,44.33
5000,0.8848,97.85,1.0423,93.28
5050,0.7641,99.02,0.9277,94.43
5100,0.6635,99.02,0.8044,95.64
5150,0.8345,98.83,1.1107,90.65
5200,1.6849,56.84,1.3930,79.00
5250,0.6625,99.02,0.9580,93.24
5300,0.8412,98.24,1.0300,92.96
5350,0.6478,99.22,0.8311,94.81
5400,1.2491,82.23,1.3883,78.51
5450,1.3603,75.78,1.3247,81.75
5500,1.6739,59.96,2.0624,44.50
5550,2.0454,49.61,2.1303,49.50
5600,0.9212,95.51,1.2077,84.76
5650,0.9601,93.36,1.0888,91.10
5700,0.6461,99.22,0.8299,95.44
5750,1.1179,90.23,1.2189,84.84
5800,0.6319,99.41,0.7523,95.60
5850,1.2041,89.45,1.4115,82.80
