step,train_loss,train_acc,val_loss,val_acc
0,4.7947,1.37,4.6949,0.90
50,4.5710,2.15,4.6163,0.58
100,4.5571,0.98,4.6525,0.37
150,4.4654,4.10,4.7596,0.43
200,4.2603,10.94,4.6686,0.53
250,3.5140,19.92,3.7191,4.46
300,3.0112,33.20,3.2130,11.21
350,2.5576,46.48,2.7484,23.86
400,2.0988,65.43,2.2523,46.39
450,1.7908,74.61,1.7685,81.14
500,1.5158,84.18,1.4983,92.45
550,1.2317,99.02,1.3011,98.03
600,1.1272,100.00,1.1841,97.61
650,1.1027,99.41,1.1187,97.29
700,1.1191,96.09,1.1678,91.50
750,1.4574,64.65,1.8828,39.00
800,1.1789,86.33,1.1490,98.41
850,1.0056,99.80,1.0442,99.68
