step,train_loss,train_acc,val_loss,val_acc
0,4.8351,1.56,4.8458,0.69
50,4.6111,1.17,4.6412,1.01
100,4.6004,0.20,4.6144,1.22
150,4.5954,0.59,4.6038,1.54
200,4.5926,0.98,4.6054,0.48
250,4.5749,0.98,4.5911,0.69
300,4.5723,1.37,4.5885,0.69
350,4.5854,0.98,4.5948,0.96
400,4.5795,1.17,4.5934,0.85
450,4.5810,0.78,4.5901,0.48
500,4.5881,0.39,4.5909,0.85
550,4.5761,0.98,4.5850,1.22
600,4.5689,1.37,4.5946,1.06
650,4.5736,1.56,4.5906,0.80
700,4.5795,0.78,4.5910,0.69
750,4.5748,0.59,4.5910,0.69
800,4.5786,1.17,4.5950,0.69
850,4.5765,0.78,4.5915,0.80
900,4.5779,0.98,4.5889,0.90
950,4.5750,0.59,4.5937,0.53
1000,4.5746,0.78,4.5880,0.48
1050,4.5701,1.56,4.5877,0.96
1100,4.5772,1.56,4.5913,0.80
1150,4.5689,0.98,4.5887,1.06
1200,4.5722,2.15,4.5899,0.48
1250,4.5777,1.37,4.5903,0.69
1300,4.5735,1.37,4.5916,0.90
1350,4.5767,0.78,4.5953,0.69
1400,4.5741,1.37,4.5874,0.53
1450,4.5735,1.76,4.5867,0.69
1500,4.5681,2.73,4.5892,0.48
1550,4.5777,1.17,4.5913,0.90
1600,4.5773,0.98,4.5899,0.80
1650,4.5809,0.00,4.5877,0.80
1700,4.5752,0.98,4.5874,0.48
1750,4.5809,0.39,4.5856,0.80
1800,4.5719,1.37,4.5909,0.80
1850,4.5803,0.98,4.5902,0.69
1900,4.5788,0.98,4.5926,0.90
1950,4.5763,1.17,4.5866,0.64
2000,4.5763,0.98,4.5914,0.80
2050,4.5731,1.37,4.5895,0.80
2100,4.5754,1.95,4.5892,0.53
2150,4.5760,1.17,4.5866,0.53
2200,4.5839,0.78,4.5896,0.69
2250,4.5760,1.37,4.5891,0.80
2300,4.5755,1.17,4.5893,0.64
2350,4.5758,0.78,4.5865,0.69
2400,4.5745,0.78,4.5928,0.69
2450,4.5742,0.98,4.5854,0.69
2500,4.5731,1.17,4.5863,0.48
2550,4.5785,1.37,4.5896,0.48
2600,4.5784,1.37,4.5879,0.53
2650,4.5792,1.76,4.5904,0.48
2700,4.5740,0.39,4.5880,0.53
2750,4.5728,0.98,4.5907,0.53
2800,4.5748,0.98,4.5862,1.01
2850,4.5723,1.95,4.5864,0.64
2900,4.5747,0.78,4.5900,0.48
2950,4.5803,0.78,4.5888,0.69
3000,4.5783,1.76,4.5899,0.48
3050,4.5688,0.78,4.5901,0.85
3100,4.5766,0.98,4.5861,0.64
3150,4.5726,0.98,4.5880,0.90
3200,4.5810,1.56,4.5895,0.48
3250,4.5684,1.76,4.5897,0.69
3300,4.5768,0.98,4.5883,0.53
3350,4.5730,1.17,4.5910,0.53
3400,4.5761,0.20,4.5866,1.06
3450,4.5813,1.37,4.5882,0.90
3500,4.5800,1.17,4.5866,0.64
3550,4.5722,0.39,4.5912,0.64
3600,4.5747,0.78,4.5871,0.69
3650,4.5802,0.78,4.5895,0.69
3700,4.5766,1.37,4.5874,1.01
3750,4.5728,1.17,4.5851,0.69
3800,4.5731,1.17,4.5912,0.69
3850,4.5752,0.98,4.5858,0.69
3900,4.5796,0.59,4.5864,0.48
3950,4.5736,1.56,4.5900,0.48
4000,4.5783,1.37,4.5951,0.69
4050,4.5732,0.98,4.5942,0.90
4100,4.5766,0.59,4.5910,0.69
4150,4.5658,1.17,4.5894,0.48
4200,4.5716,0.78,4.5888,0.48
4250,4.5725,1.37,4.5916,0.69
4300,4.5733,0.98,4.5888,0.64
4350,4.5826,0.59,4.5892,0.74
4400,4.5706,0.98,4.5923,0.74
4450,4.5764,0.98,4.5866,0.80
4500,4.5731,1.56,4.5941,0.48
4550,4.5773,1.17,4.5869,0.53
4600,4.5694,1.17,4.5879,0.53
4650,4.5745,1.37,4.5877,0.48
4700,4.5681,1.37,4.5929,0.48
4750,4.5793,0.59,4.5898,0.85
4800,4.5692,1.17,4.5904,0.74
4850,4.5758,1.95,4.5912,0.48
4900,4.5751,0.78,4.5870,0.48
4950,4.5710,1.76,4.5870,0.80
5000,4.5718,0.39,4.5854,0.69
5050,4.5753,0.98,4.5898,0.90
5100,4.5767,0.78,4.5877,0.80
5150,4.5738,1.17,4.5856,0.74
5200,4.5719,1.56,4.5862,0.80
5250,4.5706,1.37,4.5861,0.74
5300,4.5774,0.98,4.5912,0.80
5350,4.5693,1.56,4.5907,0.80
5400,4.5751,1.17,4.5906,0.74
5450,4.5711,0.98,4.5875,0.90
5500,4.5729,1.37,4.5897,0.53
5550,4.5723,1.17,4.5943,0.48
5600,4.5731,0.78,4.5890,0.48
5650,4.5769,0.78,4.5892,0.53
5700,4.5751,2.54,4.5841,0.48
5750,4.5739,0.78,4.5868,0.48
5800,4.5756,1.37,4.5858,0.69
5850,4.5730,0.98,4.5859,0.53
5900,4.5854,1.17,4.5908,0.53
5950,4.5759,0.59,4.5820,0.64
6000,4.5740,0.59,4.5911,0.80
6050,4.5783,0.59,4.5839,0.85
6100,4.5726,1.17,4.5915,0.85
6150,4.5779,0.59,4.5897,0.85
6200,4.5733,1.17,4.5862,0.74
6250,4.5715,1.17,4.5874,0.80
6300,4.5758,1.76,4.5861,0.48
6350,4.5754,1.37,4.5885,0.48
6400,4.5739,0.59,4.5832,0.90
6450,4.5767,1.37,4.5864,0.64
6500,4.5731,0.59,4.5886,0.53
6550,4.5735,1.37,4.5857,0.85
6600,4.5687,2.15,4.5943,0.53
6650,4.5717,0.59,4.5849,0.80
6700,4.5760,0.98,4.5835,0.80
6750,4.5696,0.98,4.5897,0.64
6800,4.5798,0.78,4.5858,0.69
6850,4.5731,1.95,4.5880,0.90
6900,4.5756,2.15,4.5874,0.80
6950,4.5757,2.15,4.5852,0.80
7000,4.5716,0.98,4.5873,0.74
7050,4.5738,0.78,4.5882,0.48
7100,4.5770,1.17,4.5898,0.48
7150,4.5760,0.20,4.5915,0.48
7200,4.5742,1.17,4.5859,0.80
7250,4.5748,1.37,4.5924,0.48
7300,4.5738,1.56,4.5945,0.80
7350,4.5737,1.56,4.5883,0.90
7400,4.5773,1.37,4.5895,0.69
7450,4.5773,1.37,4.5888,0.80
7500,4.5718,1.37,4.5861,0.80
7550,4.5743,1.95,4.5861,0.80
7600,4.5768,1.56,4.5879,0.69
7650,4.5773,1.56,4.5936,0.80
7700,4.5693,1.56,4.5873,0.80
7750,4.5778,0.78,4.5877,0.80
7800,4.5701,0.39,4.5892,0.69
7850,4.5775,0.98,4.5912,0.48
7900,4.5783,2.15,4.5930,0.80
7950,4.5744,0.98,4.5875,0.48
8000,4.5796,0.20,4.5831,0.48
8050,4.5770,1.37,4.5895,0.74
8100,4.5722,1.17,4.5875,0.48
8150,4.5776,1.56,4.5845,0.80
8200,4.5748,0.78,4.5907,0.48
8250,4.5741,1.17,4.5865,0.53
8300,4.5776,1.37,4.5867,0.85
8350,4.5794,0.78,4.5874,0.80
8400,4.5691,1.17,4.5896,1.06
8450,4.5687,1.95,4.5895,1.06
8500,4.5759,1.17,4.5906,0.90
8550,4.5796,0.78,4.5853,0.80
8600,4.5738,0.98,4.5842,0.90
8650,4.5734,1.56,4.5881,0.48
8700,4.5739,0.98,4.5872,0.80
8750,4.5733,1.56,4.5847,0.48
8800,4.5736,0.39,4.5873,0.53
8850,4.5753,1.17,4.5887,0.48
8900,4.5723,1.17,4.5861,0.48
8950,4.5683,1.17,4.5892,0.48
9000,4.5802,0.59,4.5905,0.80
9050,4.5722,0.39,4.5869,0.74
9100,4.5753,0.78,4.5847,0.74
9150,4.5731,0.78,4.5901,0.53
9200,4.5710,1.37,4.5931,0.69
9250,4.5663,0.59,4.5903,0.64
9300,4.5748,0.78,4.5878,0.48
9350,4.5721,1.37,4.5876,0.53
9400,4.5763,0.98,4.5871,0.69
9450,4.5754,1.76,4.5890,0.53
9500,4.5721,1.95,4.5862,0.69
9550,4.5778,1.17,4.5879,0.85
9600,4.5740,0.59,4.5860,0.69
9650,4.5895,0.98,4.5953,0.64
9700,4.5702,0.98,4.5863,0.85
9750,4.5775,0.39,4.5919,0.80
