step,train_loss,train_acc,val_loss,val_acc
0,4.8317,1.17,4.8869,0.98
50,4.6001,0.98,4.6196,1.02
100,4.6120,0.20,4.6111,1.23
150,4.5810,1.76,4.6076,0.89
200,4.5854,0.98,4.5998,0.72
250,4.5864,0.98,4.5979,0.68
300,4.5882,0.59,4.5958,0.89
350,4.5731,1.37,4.5942,0.81
400,4.5801,1.17,4.5894,1.02
450,4.5794,1.17,4.5903,0.47
500,4.5836,1.76,4.5900,0.68
550,4.5822,0.98,4.5907,0.72
600,4.5733,0.98,4.5888,0.68
650,4.5757,1.17,4.5900,0.98
700,4.5753,0.98,4.5890,0.68
750,4.5778,1.17,4.5884,1.06
800,4.5769,0.59,4.5888,0.68
850,4.5813,0.98,4.5912,0.81
900,4.5796,0.78,4.5940,0.47
950,4.5778,1.95,4.5942,0.47
1000,4.5671,2.15,4.5903,0.47
1050,4.5750,1.76,4.5896,0.81
1100,4.5758,0.59,4.5868,0.47
1150,4.5673,2.15,4.5911,0.68
1200,4.5742,0.98,4.5860,0.72
1250,4.5749,1.37,4.5877,0.72
1300,4.5760,1.17,4.5913,0.72
1350,4.5806,0.39,4.5869,0.72
1400,4.5790,1.37,4.5872,0.72
1450,4.5708,0.98,4.5892,0.47
1500,4.5775,0.59,4.5873,0.68
1550,4.5791,0.39,4.5861,1.10
1600,4.5774,0.98,4.5886,0.89
1650,4.5736,0.98,4.5860,0.81
1700,4.5730,0.78,4.5896,0.47
1750,4.5702,0.98,4.5900,0.47
1800,4.5678,1.17,4.5884,0.89
1850,4.5736,1.17,4.5866,0.47
1900,4.5760,1.56,4.5850,0.89
1950,4.5708,1.95,4.5867,0.47
2000,4.5751,1.76,4.5867,0.76
2050,4.5727,0.78,4.5893,0.68
2100,4.5741,0.78,4.5898,0.81
2150,4.5680,0.59,4.5904,0.81
2200,4.5720,0.78,4.5877,0.76
2250,4.5761,0.98,4.5880,0.68
2300,4.5774,1.37,4.5864,0.47
2350,4.5771,0.00,4.5875,0.47
2400,4.5701,0.59,4.5875,0.47
2450,4.5701,0.98,4.5880,0.47
2500,4.5723,0.98,4.5910,0.47
2550,4.5797,0.98,4.5873,0.47
2600,4.5760,0.98,4.5841,0.89
2650,4.5722,0.78,4.5873,0.47
2700,4.5771,1.37,4.5922,0.68
2750,4.5688,0.59,4.5855,0.47
2800,4.5754,0.98,4.5883,0.47
2850,4.5730,1.37,4.5867,0.47
2900,4.5753,1.56,4.5904,1.02
2950,4.5698,1.95,4.5882,0.47
3000,4.5718,1.37,4.5889,0.47
3050,4.5695,1.76,4.5886,0.47
3100,4.5687,0.98,4.5916,0.68
3150,4.5739,0.39,4.5900,0.72
3200,4.5767,2.15,4.5908,0.47
3250,4.5793,1.56,4.5907,0.47
3300,4.5759,1.37,4.5880,0.47
3350,4.5692,1.17,4.5913,0.72
3400,4.5753,1.17,4.5908,0.47
3450,4.5747,1.17,4.5887,0.85
3500,4.5699,1.37,4.5891,0.47
3550,4.5729,1.76,4.5884,0.68
3600,4.5755,1.56,4.5925,0.72
3650,4.5724,1.37,4.5871,0.72
3700,4.5758,0.59,4.5852,0.85
3750,4.5699,2.15,4.5884,0.47
3800,4.5713,0.98,4.5899,0.85
3850,4.5765,1.17,4.5914,0.47
3900,4.5712,0.59,4.5876,0.47
3950,4.5768,0.78,4.5884,0.72
4000,4.5820,1.37,4.5881,0.89
4050,4.5748,1.76,4.5879,0.47
4100,4.5707,0.98,4.5855,0.81
4150,4.5760,1.56,4.5853,0.81
4200,4.5757,0.78,4.5861,0.81
4250,4.5733,1.37,4.5921,0.81
4300,4.5755,2.34,4.5871,0.47
4350,4.5729,0.59,4.5896,0.72
4400,4.5733,1.76,4.5883,0.81
4450,4.5743,1.56,4.5857,0.47
4500,4.5771,1.76,4.5855,0.89
4550,4.5742,1.76,4.5874,0.81
4600,4.5795,1.37,4.5886,0.81
4650,4.5734,0.59,4.5894,0.76
4700,4.5729,0.78,4.5886,0.47
4750,4.5742,1.37,4.5848,0.47
4800,4.5831,0.78,4.5889,0.85
4850,4.5749,1.76,4.5889,0.47
4900,4.5762,0.98,4.5877,0.98
4950,4.5728,1.95,4.5856,1.02
5000,4.5767,0.78,4.5870,0.47
5050,4.5780,0.98,4.5931,0.72
5100,4.5726,0.59,4.5910,0.68
5150,4.5758,0.78,4.5863,0.47
5200,4.5750,1.37,4.5861,0.85
5250,4.5823,0.59,4.5876,0.72
5300,4.5732,0.59,4.5944,0.68
5350,4.5678,1.95,4.5901,0.47
5400,4.5741,1.17,4.5860,0.68
5450,4.5696,2.54,4.5903,0.47
5500,4.5708,0.78,4.5880,0.47
5550,4.5661,1.56,4.5938,0.47
5600,4.5809,1.37,4.5916,0.68
5650,4.5669,2.15,4.5898,0.47
5700,4.5755,0.59,4.5893,0.47
5750,4.5700,1.37,4.5860,0.72
5800,4.5707,1.37,4.5880,0.47
5850,4.5762,1.76,4.5889,0.72
5900,4.5655,1.56,4.5895,0.89
5950,4.5709,2.15,4.5892,0.47
6000,4.5799,0.59,4.5885,0.68
6050,4.5742,0.39,4.5883,0.47
6100,4.5729,1.37,4.5899,0.89
6150,4.5801,0.39,4.5861,0.81
6200,4.5769,1.56,4.5843,0.76
6250,4.5786,1.37,4.5893,0.68
6300,4.5666,1.37,4.5873,0.47
6350,4.5743,0.78,4.5889,0.47
6400,4.5709,0.78,4.5888,0.47
6450,4.5725,1.56,4.5897,0.47
6500,4.5744,1.56,4.5881,0.68
6550,4.5686,1.37,4.5877,0.68
6600,4.5763,1.37,4.5867,0.81
6650,4.5729,0.39,4.5871,0.72
6700,4.5788,0.39,4.5867,0.47
6750,4.5779,0.78,4.5917,0.68
6800,4.5791,1.17,4.5844,0.89
6850,4.5750,0.98,4.5884,0.47
6900,4.5686,0.98,4.5878,0.81
6950,4.5756,1.37,4.5897,0.72
7000,4.5746,1.17,4.5941,0.68
7050,4.5723,2.54,4.5917,0.72
7100,4.5757,0.78,4.5861,0.68
7150,4.5726,1.56,4.5886,0.47
7200,4.5708,2.15,4.5882,0.47
7250,4.5696,1.76,4.5895,0.68
7300,4.5694,0.78,4.5864,0.47
7350,4.5730,1.95,4.5855,0.81
7400,4.5734,0.59,4.5926,0.47
7450,4.5741,2.73,4.5900,0.47
7500,4.5793,0.98,4.5868,0.47
7550,4.5731,0.59,4.5915,0.47
7600,4.5700,0.59,4.5897,0.85
7650,4.5768,1.37,4.5877,0.68
7700,4.5764,0.98,4.5864,0.76
7750,4.5754,0.98,4.5884,1.02
