step,train_loss,train_acc,val_loss,val_acc
0,4.7761,0.96,4.7371,0.92
50,4.5801,1.26,4.5984,0.64
100,4.5763,1.31,4.5983,0.57
150,4.5741,1.35,4.5995,0.57
200,4.5725,1.35,4.6011,0.57
250,4.5712,1.31,4.6028,0.50
300,4.5700,1.34,4.6047,0.46
350,4.5689,1.26,4.6068,0.35
400,4.5678,1.26,4.6091,0.35
450,4.5666,1.35,4.6118,0.35
500,4.5653,1.38,4.6148,0.35
550,4.5640,1.43,4.6183,0.35
600,4.5625,1.41,4.6223,0.35
650,4.5608,1.46,4.6271,0.28
700,4.5588,1.59,4.6329,0.28
750,4.5565,1.55,4.6399,0.28
800,4.5537,1.66,4.6486,0.21
850,4.5504,1.73,4.6595,0.25
900,4.5463,1.78,4.6734,0.25
950,4.5411,1.87,4.6915,0.21
1000,4.5347,2.06,4.7154,0.18
1050,4.5265,2.11,4.7477,0.18
1100,4.5159,2.37,4.7919,0.11
1150,4.5020,2.46,4.8522,0.07
1200,4.4837,2.69,4.9294,0.07
1250,4.4591,3.02,5.0179,0.11
1300,4.4261,3.40,5.1024,0.07
1350,4.3990,3.90,5.1391,0.07
1400,4.3572,4.51,5.1624,0.07
1450,4.3092,5.62,5.1859,0.07
1500,4.2589,6.82,5.1925,0.11
1550,4.2078,7.58,5.1967,0.14
1600,4.1545,9.37,5.2023,0.21
1650,4.1003,10.19,5.2008,0.18
1700,4.0452,11.87,5.2019,0.25
1750,3.9911,12.86,5.1938,0.32
1800,3.9386,14.06,5.1873,0.25
1850,3.8848,15.53,5.1733,0.39
1900,3.8322,15.96,5.1632,0.39
1950,3.7808,17.23,5.1473,0.60
2000,3.7295,17.69,5.1226,0.43
2050,3.6784,19.62,5.1102,0.74
2100,3.6276,19.83,5.0905,0.67
2150,3.5761,21.39,5.0710,0.89
2200,3.5267,22.65,5.0576,1.10
2250,3.4764,23.94,5.0183,1.10
2300,3.4255,24.95,4.9931,1.38
2350,3.3735,26.04,4.9566,1.28
2400,3.3236,26.66,4.9320,1.49
2450,3.2685,28.09,4.8884,1.66
2500,3.2127,29.11,4.8412,1.63
2550,3.1554,30.55,4.8049,1.98
