step,train_loss,train_acc,val_loss,val_acc
0,4.7815,1.37,4.6825,0.78
50,4.5751,1.95,4.6332,0.35
100,4.5216,2.93,4.7947,0.28
150,4.0608,13.09,4.9977,0.57
200,3.4657,29.69,4.8676,1.27
250,2.8337,39.84,4.6248,3.68
300,2.0649,62.11,4.2146,8.71
350,1.2823,78.91,3.5998,19.05
400,0.6984,91.21,2.8738,37.11
450,0.3828,97.27,2.2495,57.08
500,0.2112,98.44,1.8277,69.12
550,0.1134,99.22,1.5381,77.97
600,0.0854,100.00,1.4328,79.18
650,0.0514,99.80,1.2994,81.37
700,0.0539,100.00,1.2714,81.59
750,0.0699,98.83,1.3359,80.10
800,0.0205,100.00,1.1873,82.93
850,0.0145,100.00,1.1216,84.28
900,0.0502,99.80,1.2825,79.32
950,0.0497,99.22,1.1544,82.44
1000,0.0123,100.00,1.0323,84.56
1050,0.0080,100.00,0.9712,84.56
1100,0.0049,100.00,0.9398,84.92
1150,0.0827,99.41,1.2671,78.19
1200,0.0334,99.80,0.9185,83.29
1250,0.0057,100.00,0.8271,85.13
1300,0.0041,100.00,0.7954,85.27
1350,0.0050,100.00,0.7732,85.34
1400,0.0039,100.00,0.7766,85.48
1450,0.0340,99.80,0.8297,84.14
1500,0.0052,100.00,0.6268,86.83
1550,0.0040,100.00,0.6295,86.40
1600,0.0042,100.00,0.6217,86.76
1650,0.0035,100.00,0.5738,86.97
1700,0.0038,100.00,0.5277,86.90
1750,0.0230,100.00,0.5063,87.61
1800,0.0065,100.00,0.4176,88.81
1850,0.0034,100.00,0.3739,90.30
1900,0.0029,100.00,0.3663,90.51
1950,0.0026,100.00,0.3368,91.08
2000,0.0022,100.00,0.2902,92.14
2050,0.0166,100.00,0.3201,92.63
2100,0.0034,100.00,0.2182,93.70
2150,0.0032,100.00,0.2166,93.77
2200,0.0032,100.00,0.2058,93.77
2250,0.0026,100.00,0.1601,95.11
2300,0.0018,100.00,0.1140,97.03
2350,0.0016,100.00,0.0863,98.02
2400,0.0183,100.00,0.1536,95.68
2450,0.0021,100.00,0.0550,98.44
2500,0.0019,100.00,0.0521,99.22
2550,0.0019,100.00,0.0454,99.72
