step,train_loss,train_acc,val_loss,val_acc
0,4.7787,1.37,4.6973,1.13
50,4.4884,3.91,4.7040,0.47
100,4.0092,17.38,4.9964,0.96
150,3.3489,35.35,4.9646,2.64
200,2.6421,50.20,4.8701,5.50
250,1.7935,70.12,4.6956,10.97
300,1.2779,81.84,4.3902,17.64
350,0.8306,90.62,4.0767,27.74
400,0.4846,96.88,3.7937,35.28
450,0.2950,98.83,3.6045,40.91
500,0.1795,100.00,3.4927,43.04
550,0.1181,100.00,3.4125,44.78
600,0.0813,100.00,3.3342,46.50
650,0.0784,100.00,3.2934,47.18
700,0.0506,100.00,3.2900,47.52
750,0.0455,100.00,3.2567,47.95
800,0.0343,100.00,3.2160,48.31
850,0.1935,97.07,3.6000,40.13
900,0.0335,100.00,3.0667,48.93
950,0.0177,100.00,2.9720,49.54
1000,0.0264,100.00,2.9350,49.31
1050,0.1002,99.61,2.8562,48.29
1100,0.0425,100.00,2.6656,50.10
1150,0.0526,100.00,2.5986,50.10
1200,0.1269,99.80,2.4850,49.33
1250,0.0501,100.00,2.2546,51.48
1300,0.0616,100.00,2.2296,51.52
1350,0.1021,100.00,1.9268,53.56
1400,0.0610,100.00,1.7813,55.15
1450,0.0882,100.00,1.7586,56.13
1500,0.0835,100.00,1.3468,62.55
1550,0.0466,100.00,1.1699,66.29
1600,0.0564,100.00,1.0734,70.12
1650,0.0693,100.00,0.6720,83.63
1700,0.0433,100.00,0.5014,90.31
1750,0.0386,100.00,0.4003,94.43
1800,0.1099,100.00,0.3149,97.17
1850,0.0399,100.00,0.1482,99.87
