step,train_loss,train_acc,val_loss,val_acc
0,4.7759,1.17,4.7106,1.19
50,4.5658,1.37,4.6284,1.10
100,4.4504,4.49,4.8313,0.34
150,4.0083,16.60,4.8899,0.93
200,3.3145,30.66,4.4726,2.97
250,2.5601,49.80,3.7019,9.22
300,1.9107,61.72,3.1603,17.64
350,1.3267,79.10,2.6224,29.79
400,0.9157,88.48,1.9775,46.96
450,0.5286,95.70,1.4742,63.49
500,0.3362,98.63,1.1265,72.97
550,0.2480,99.41,0.8680,79.39
600,0.1407,99.80,0.6203,86.06
650,0.0937,99.61,0.4256,90.78
700,0.0545,100.00,0.2567,95.54
750,0.0396,100.00,0.1862,97.15
800,0.0605,100.00,0.1730,98.22
850,0.0375,100.00,0.1009,99.49
900,0.0314,100.00,0.0746,99.83
